m49,Country,RecID,ID,gadm36_2,Region,value,item,year,itemDes
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,11983,ExpAlloc,2016,Exploitant Allochtone
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,9561,ExpAllog,2016,Exploitant Allogène
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,0,ExpAnac,2016,Parcelles destinées à l'exportation d'anacarde
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1,ExpAqua,2016,Répartition des aquaculteurs - Elevage d'autres animaux aquatiques
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,34695,ExpAutTot,2016,Exploitant autochtone
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,399,ExpBovin,2016,Elevage de bovins
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,38295,ExpCacao,2016,Parcelles destinées à l'exportation de cacao 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,4667,ExpCafe,2016,Parcelles destinées à l'exportation de café
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,170,ExpCanne,2016,Parcelles destinées à l'exportation de canne à sucre
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,3716,ExpCaprin,2016,Elevage de caprins
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1215,ExpCelFem,2016,Exploitant célibataire - Femme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,5513,ExpCelMal,2016,Exploitant célibataire - Homme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,6728,ExpCelTot,2016,Exploitant celibataire 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,4,ExpCrus,2016,Répartition des aquaculteurs - Elevage de crustacés
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,40047,ExpExport,2016,Effectif des exploitants de cultures d'exportations ou industrielles
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,12566,ExpFemTot,2016,Exploitant - Femme 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,12007,ExpHevea,2016,Parcelles destinées à l'exportation d'hevea
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,43802,ExpMalTot,2016,Exploitant - Homme 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,7791,ExpMarFem,2016,Exploitant marié - Femme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,31462,ExpMarMal,2016,Exploitant marié - Homme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,39253,ExpMarTot,2016,Exploitant marié 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,0,ExpMoll,2016,Répartition des aquaculteurs - Elevage de mollusques
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,129,ExpNat,2016,Exploitant Naturalisé
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,4366,ExpOvin,2016,Elevage d'ovins
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,3893,ExpPalm,2016,Parcelles destinées à l'exportation de palmier à huile
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,917,ExpPeche,2016,Répartition des exploitants pratiquant la pêche
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,86,ExpPisc,2016,Répartition des aquaculteurs - Pisciculture
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,4,ExpPlAqua,2016,Répartition des aquaculteurs - Culture de plantes aquatiques
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1401,ExpPorc,2016,Elevage de porcs traditionnels
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,148,ExpPorcMod,2016,Elevage de porcs modernes
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,465,ExpPouChaire,2016,Elevage de poulets de chaire
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,174,ExpPouPond,2016,Elevage de poulets pondeuses
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,11997,ExpPouTrad,2016,Elevage de poulets traditionnels
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,56368,ExpTot,2016,Exploitant - Total
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,42622,ExpVivrier,2016,Effectif des exploitants de cultures vivrières
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,43,FemAgeMoy,2016,Age moyen - Femme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,44,MasAgeMoy,2016,Age moyen - Homme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,43343,MenAgr,2016,Ménages ayant une activité en agriculture végétale
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,31788,MenAgrRur,2016,Nombre de Ménages agricoles - Rural
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,44579,MenAgrTot,2016,Nombre de Ménages agricoles - Total
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,12791,MenAgrUrb,2016,Nombre de Ménages agricoles - Urban
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,78,MenAqu,2016,Ménages ayant une activité en aquaculture
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,16325,MenEle,2016,Ménages ayant une activité en élevage
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,877,MenPec,2016,Ménages ayant une activité dans la pêche
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,990,MenSyl,2016,Ménages ayant une activité en sylviculture
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1.3,MoyExpMen,2016,Nombre moyen d'exploitants par ménage agricole
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1.3,MoyParcFem,2016,Nombre moyen de parcelle par ménage agricole - Femme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1.8,MoyParcMal,2016,Nombre moyen de parcelle par ménage agricole - Homme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,2,MoyParcMen,2016,Nombre moyen de parcelle par ménage agricole
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1.7,MoyParcl,2016,Nombre moyen de parcelle par ménage agricole - Total
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,258,PechArtAuc,2016,Pêcheurs par type d'embarcation  - Aucune embarcation
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,52,PechArtMot,2016,Pêcheurs par type d'embarcation  -  Pirogue motorisée
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,607,PechArtNon,2016,Pêcheurs par type d'embarcation  -  Pirogue non motorisée
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,917,PechTot,2016,Pêcheurs par type d'embarcation  -  Total
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,6.5,TaiMenRur,2016,Taille moyenne des ménages agricoles - Rural
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,6.5,TaiMenTot,2016,Taille moyenne des ménages agricoles - Total
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,6.7,TaiMenUrb,2016,Taille moyenne des ménages agricoles - Urbain
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,48.6,TxAlpFem,2016,Taux alphabétisation - Femme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,62.8,TxAlpMal,2016,Taux alphabétisation - Homme
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,59.6,TxAlpTot,2016,Taux Alphabétisation 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,44.7,Vill10_30KM,2016,% Village situé 10-30km 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,8.7,Vill1_5KM,2016,% Village situé 1-5km 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,8,Vill30KM,2016,% Village situé 30km et plus
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,26,Vill5_10KM,2016,% Village situé 5-10km 
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,0,VillAutre,2016,Village principale voie d'accès - Autres voies accès principal (par navigation et par voie ferrée)
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,16,VillBarr,2016,Approvisionnement en eau - Retenue d'eau et barrage
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,32.7,VillBit,2016,Village principale voie d'accès - Route bitumée
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,19,VillBoisComm,2016,Villages ruraux disposant de bois communautaires
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,74,VillCamp,2016,% Village avec campement
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,69,VillCoursEau,2016,Villages ruraux disposant de mare / cours d'eau
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,18,VillDispConsAgr,2016,% Villages disposant d'unité de conservation et stockage de produits agricoles
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1.3,VillDispConsBois,2016,% Villages disposant d'unité de conservation et stockage du bois
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,1.3,VillDispConsElev,2016,% Villages disposant d'unité de conservation et stockage  de produits d'élevage
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,3.3,VillDispConsHal,2016,% Villages disposant d'unité de conservation et stockage  de produits halieutiques
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,150,VillDispTot,2016,Ensemble des villages ruraux
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,150,VillEauTot,2016,Approvisionnement en eau - Ensemble des villages ruraux
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,150,VillEns,2016,Ensemble des villages ruraux
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,150,VillEnsemble,2016,Ensemble des villages ruraux
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,44,VillForetClass,2016,Villages ruraux disposant de forêts classées
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,56,VillForetSacr,2016,Villages ruraux disposant de forêts sacrées
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,87,VillFriche,2016,Villages ruraux disposant de terres en friche (Jachère)
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,2,VillGroup,2016,% Regroupement de villages
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,76,VillHydro,2016,"Approvisionnement en eau - Hydraulique villageoise (pompe villageoise, fontaine)"
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,33,VillHydroPro,2016,Approvisionnement en eau - Hydraulique villageoise améliorée (HVA)
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,12.7,VillM1KM,2016,% Village situé à moins de 1km du chef-lieu
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,67.3,VillNonBit,2016,Village principale voie d'accès - Route non bitumée ou piste
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,0,VillParc,2016,Villages ruraux disposant de parcs nationaux
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,5,VillPatur,2016,Villages ruraux disposant de terres réservées aux pâturages
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,114,VillPuit,2016,Approvisionnement en eau - Puits
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,66,VillRiv,2016,Approvisionnement en eau - Rivières ou marigot ou fleuve ou lac ou marre
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,81.3,VillSansCons,2016,% Villages ne disposant d'aucune unité de conservation de produits agricoles
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,0,VillSent,2016,Village principale voie d'accès - Sentier
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,24,VillSeul,2016,% Village à un seul tenant
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,44,VillSodeci,2016,Approvisionnement en eau - Eau de SODECI
384,Côte d'Ivoire,1,CI03,CIV.7.1_1,Agneby-Tiassa                                      ,150,VillTot,2016,Village principale voie d'accès - Ensemble des villages ruraux
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,40.7,AgeMoy,2016,Age moyen 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,12855,AgriVegPure,2016,Agriculture végétale au sens strict
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,10,EffParAutr,2016,Titre d'occupation de la parcelle - Autres
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,37134,EffParCout,2016,Titre d'occupation de la parcelle - Coutumier
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,11510,EffParDefi,2016,Titre d'occupation de la parcelle - Concession définitive
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,14,EffParFonc,2016,Titre d'occupation de la parcelle - Titre foncier
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1775,EffParIrr,2016,Parcelles irriguées
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,421,EffParLoc,2016,Titre d'occupation de la parcelle - Contrat de location
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,49158,EffParNonIrr,2016,Parcelles non irriguées
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1761,EffParProv,2016,Titre d'occupation de la parcelle - Concession provisoire
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,69,EffParSans,2016,Titre d'occupation de la parcelle - Sans autorisation
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,50933,EffParTot,2016,Titre d'occupation de la parcelle - Total
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,14,EffParcCertif,2016,Titre d'occupation de la parcelle - Certificat foncier
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,405,ElevPure,2016,Elevage au sens strict
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1534,ExpAlloc,2016,Exploitant Allochtone
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,3096,ExpAllog,2016,Exploitant Allogène
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,14538,ExpAnac,2016,Parcelles destinées à l'exportation d'anacarde
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,0,ExpAqua,2016,Répartition des aquaculteurs - Elevage d'autres animaux aquatiques
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,21506,ExpAutTot,2016,Exploitant autochtone
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,4195,ExpBovin,2016,Elevage de bovins
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,5400,ExpCacao,2016,Parcelles destinées à l'exportation de cacao 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,2502,ExpCafe,2016,Parcelles destinées à l'exportation de café
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,235,ExpCanne,2016,Parcelles destinées à l'exportation de canne à sucre
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1512,ExpCaprin,2016,Elevage de caprins
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,105,ExpCelFem,2016,Exploitant célibataire - Femme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,2300,ExpCelMal,2016,Exploitant célibataire - Homme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,2405,ExpCelTot,2016,Exploitant celibataire 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,0,ExpCrus,2016,Répartition des aquaculteurs - Elevage de crustacés
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,21166,ExpExport,2016,Effectif des exploitants de cultures d'exportations ou industrielles
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,5567,ExpFemTot,2016,Exploitant - Femme 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,102,ExpHevea,2016,Parcelles destinées à l'exportation d'hevea
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,20604,ExpMalTot,2016,Exploitant - Homme 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,4738,ExpMarFem,2016,Exploitant marié - Femme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,17578,ExpMarMal,2016,Exploitant marié - Homme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,22316,ExpMarTot,2016,Exploitant marié 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1,ExpMoll,2016,Répartition des aquaculteurs - Elevage de mollusques
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,35,ExpNat,2016,Exploitant Naturalisé
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,2130,ExpOvin,2016,Elevage d'ovins
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,130,ExpPalm,2016,Parcelles destinées à l'exportation de palmier à huile
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,196,ExpPeche,2016,Répartition des exploitants pratiquant la pêche
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,7,ExpPisc,2016,Répartition des aquaculteurs - Pisciculture
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1,ExpPlAqua,2016,Répartition des aquaculteurs - Culture de plantes aquatiques
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,161,ExpPorc,2016,Elevage de porcs traditionnels
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,28,ExpPorcMod,2016,Elevage de porcs modernes
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,47,ExpPouChaire,2016,Elevage de poulets de chaire
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,30,ExpPouPond,2016,Elevage de poulets pondeuses
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,4332,ExpPouTrad,2016,Elevage de poulets traditionnels
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,26171,ExpTot,2016,Exploitant - Total
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,19669,ExpVivrier,2016,Effectif des exploitants de cultures vivrières
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,38.9,FemAgeMoy,2016,Age moyen - Femme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,41.2,MasAgeMoy,2016,Age moyen - Homme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,19573,MenAgr,2016,Ménages ayant une activité en agriculture végétale
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,15853,MenAgrRur,2016,Nombre de Ménages agricoles - Rural
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,20007,MenAgrTot,2016,Nombre de Ménages agricoles - Total
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,4154,MenAgrUrb,2016,Nombre de Ménages agricoles - Urban
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,9,MenAqu,2016,Ménages ayant une activité en aquaculture
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,7058,MenEle,2016,Ménages ayant une activité en élevage
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,169,MenPec,2016,Ménages ayant une activité dans la pêche
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,5,MenSyl,2016,Ménages ayant une activité en sylviculture
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1.3,MoyExpMen,2016,Nombre moyen d'exploitants par ménage agricole
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1.7,MoyParcFem,2016,Nombre moyen de parcelle par ménage agricole - Femme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,2,MoyParcMal,2016,Nombre moyen de parcelle par ménage agricole - Homme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,2,MoyParcMen,2016,Nombre moyen de parcelle par ménage agricole
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1.9,MoyParcl,2016,Nombre moyen de parcelle par ménage agricole - Total
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,113,PechArtAuc,2016,Pêcheurs par type d'embarcation  - Aucune embarcation
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,17,PechArtMot,2016,Pêcheurs par type d'embarcation  -  Pirogue motorisée
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,66,PechArtNon,2016,Pêcheurs par type d'embarcation  -  Pirogue non motorisée
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,196,PechTot,2016,Pêcheurs par type d'embarcation  -  Total
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,6.2,TaiMenRur,2016,Taille moyenne des ménages agricoles - Rural
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,6.5,TaiMenTot,2016,Taille moyenne des ménages agricoles - Total
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,7.6,TaiMenUrb,2016,Taille moyenne des ménages agricoles - Urbain
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,8.2,TxAlpFem,2016,Taux alphabétisation - Femme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,18,TxAlpMal,2016,Taux alphabétisation - Homme
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,15.9,TxAlpTot,2016,Taux Alphabétisation 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,51.4,Vill10_30KM,2016,% Village situé 10-30km 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,11.1,Vill1_5KM,2016,% Village situé 1-5km 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,6.6,Vill30KM,2016,% Village situé 30km et plus
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,27.1,Vill5_10KM,2016,% Village situé 5-10km 
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,0,VillAutre,2016,Village principale voie d'accès - Autres voies accès principal (par navigation et par voie ferrée)
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,1,VillBarr,2016,Approvisionnement en eau - Retenue d'eau et barrage
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,10.8,VillBit,2016,Village principale voie d'accès - Route bitumée
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,25,VillBoisComm,2016,Villages ruraux disposant de bois communautaires
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,17.4,VillCamp,2016,% Village avec campement
384,Côte d'Ivoire,2,CI04,CIV.12.1_1,Bafing                                             ,126,VillCoursEau,2016,Villages ruraux disposant de mare / cours d'eau
